Country,Indicator,Value
Democratic Republic of the Congo,Life expectancy (at birth) (FEMALE),64.81888
Philippines,Life expectancy (at birth) (FEMALE),72.87267
Belgium,Life expectancy (at birth) (FEMALE),80.73817
Bahrain,Life expectancy (at birth) (FEMALE),77.27293
Bosnia and Herzegovina,Life expectancy (at birth) (FEMALE),79.08524
Bulgaria,Life expectancy (at birth) (FEMALE),78.59532
Kyrgyzstan,Life expectancy (at birth) (FEMALE),75.28014
Montenegro,Life expectancy (at birth) (FEMALE),78.65294
Venezuela (Bolivarian Republic of),Life expectancy (at birth) (FEMALE),78.99181
Nicaragua,Life expectancy (at birth) (FEMALE),77.31888
Nigeria,Life expectancy (at birth) (FEMALE),62.79717
South Sudan,Life expectancy (at birth) (FEMALE),64.84216
Finland,Life expectancy (at birth) (FEMALE),83.03618
France,Life expectancy (at birth) (FEMALE),85.08698
Croatia,Life expectancy (at birth) (FEMALE),81.60278
Suriname,Life expectancy (at birth) (FEMALE),75.12329
Solomon Islands,Life expectancy (at birth) (FEMALE),67.86839
Algeria,Life expectancy (at birth) (FEMALE),76.63874817
Angola,Life expectancy (at birth) (FEMALE),64.25583649
Antigua and Barbuda,Life expectancy (at birth) (FEMALE),78.41726685
Argentina,Life expectancy (at birth) (FEMALE),77.57790375
Armenia,Life expectancy (at birth) (FEMALE),76.87322235
Australia,Life expectancy (at birth) (FEMALE),84.89781952
Austria,Life expectancy (at birth) (FEMALE),83.30324554
Azerbaijan,Life expectancy (at birth) (FEMALE),75.19257355
Bahamas,Life expectancy (at birth) (FEMALE),73.47279358
Bahrain,Life expectancy (at birth) (FEMALE),75.0946579
Bangladesh,Life expectancy (at birth) (FEMALE),74.56256104
Barbados,Life expectancy (at birth) (FEMALE),78.40878296
Belarus,Life expectancy (at birth) (FEMALE),78.13226318
Belgium,Life expectancy (at birth) (FEMALE),83.68795013
Eritrea,Life expectancy (at birth) (FEMALE),67.06857
Benin,Life expectancy (at birth) (FEMALE),64.24706
Liberia,Life expectancy (at birth) (FEMALE),54.67349
Malawi,Life expectancy (at birth) (FEMALE),68.92786
Australia,Life expectancy (at birth) (FEMALE),83.98511
Jamaica,Life expectancy (at birth) (FEMALE),78.51085
Republic of Korea,Life expectancy (at birth) (FEMALE),83.77984
Kyrgyzstan,Life expectancy (at birth) (FEMALE),73.28658
Bahamas,Life expectancy (at birth) (FEMALE),76.58638
Bangladesh,Life expectancy (at birth) (FEMALE),74.78614
Italy,Life expectancy (at birth) (FEMALE),84.89528
United Kingdom of Great Britain and Northern Ireland,Life expectancy (at birth) (FEMALE),80.09297
Costa Rica,Life expectancy (at birth) (FEMALE),82.21595
Slovakia,Life expectancy (at birth) (FEMALE),79.12138
Eritrea,Life expectancy (at birth) (FEMALE),63.96805
Spain,Life expectancy (at birth) (FEMALE),85.68045
Ethiopia,Life expectancy (at birth) (FEMALE),64.5482
Canada,Life expectancy (at birth) (FEMALE),83.27262
Paraguay,Life expectancy (at birth) (FEMALE),78.84635
Mozambique,Life expectancy (at birth) (FEMALE),53.05186
Luxembourg,Life expectancy (at birth) (FEMALE),84.28574
High-income economies,Life expectancy (at birth) (FEMALE),82.83353
Lower-middle-income economies,Life expectancy (at birth) (FEMALE),63.77431
Europe,Life expectancy (at birth) (FEMALE),81.29292
Africa,Life expectancy (at birth) (FEMALE),66.64575
Switzerland,Life expectancy (at birth) (FEMALE),84.50005
Portugal,Life expectancy (at birth) (FEMALE),83.66529
Angola,Life expectancy (at birth) (FEMALE),60.52821
France,Life expectancy (at birth) (FEMALE),82.51837
Morocco,Life expectancy (at birth) (FEMALE),73.55218
Syrian Arab Republic,Life expectancy (at birth) (FEMALE),74.25684
Liberia,Life expectancy (at birth) (FEMALE),61.32251
United Kingdom of Great Britain and Northern Ireland,Life expectancy (at birth) (FEMALE),82.99003
Poland,Life expectancy (at birth) (FEMALE),81.928
Cameroon,Life expectancy (at birth) (FEMALE),60.98839
Slovakia,Life expectancy (at birth) (FEMALE),81.4355
Namibia,Life expectancy (at birth) (FEMALE),64.65546
Micronesia (Federated States of),Life expectancy (at birth) (FEMALE),66.04779
Botswana,Life expectancy (at birth) (FEMALE),61.35551
Ghana,Life expectancy (at birth) (FEMALE),69.16389
Guinea,Life expectancy (at birth) (FEMALE),60.0704
Greece,Life expectancy (at birth) (FEMALE),83.56782
Paraguay,Life expectancy (at birth) (FEMALE),77.72924
Costa Rica,Life expectancy (at birth) (FEMALE),80.63433
Papua New Guinea,Life expectancy (at birth) (FEMALE),65.40234
Lao People's Democratic Republic,Life expectancy (at birth) (FEMALE),70.94746
Uzbekistan,Life expectancy (at birth) (FEMALE),72.90898
Guatemala,Life expectancy (at birth) (FEMALE),70.2701
Spain,Life expectancy (at birth) (FEMALE),84.58403
Sri Lanka,Life expectancy (at birth) (FEMALE),76.29864
Americas,Life expectancy (at birth) (FEMALE),78.35489
Ukraine,Life expectancy (at birth) (FEMALE),76.96429
Botswana,Life expectancy (at birth) (FEMALE),47.76789
Pakistan,Life expectancy (at birth) (FEMALE),63.8964
Central African Republic,Life expectancy (at birth) (FEMALE),50.43916
Brazil,Life expectancy (at birth) (FEMALE),79.38875
Solomon Islands,Life expectancy (at birth) (FEMALE),66.40263
Canada,Life expectancy (at birth) (FEMALE),83.58485
Vanuatu,Life expectancy (at birth) (FEMALE),67.68121
Peru,Life expectancy (at birth) (FEMALE),80.55713
Mozambique,Life expectancy (at birth) (FEMALE),56.28635
Jamaica,Life expectancy (at birth) (FEMALE),77.68497
Kenya,Life expectancy (at birth) (FEMALE),63.07304
Lesotho,Life expectancy (at birth) (FEMALE),54.23892
Luxembourg,Life expectancy (at birth) (FEMALE),81.11469
Western Pacific,Life expectancy (at birth) (MALE),74.52599335
Mongolia,Life expectancy (at birth) (MALE),66.41682434
Montenegro,Life expectancy (at birth) (MALE),71.62459564
Morocco,Life expectancy (at birth) (MALE),71.53595734
Mozambique,Life expectancy (at birth) (MALE),54.8007164
Belgium,Life expectancy (at birth) (TOTAL),80.71184
Solomon Islands,Life expectancy (at birth) (TOTAL),63.69107
Nepal,Life expectancy (at birth) (TOTAL),69.18102
United Arab Emirates,Life expectancy (at birth) (TOTAL),74.86285
Iran (Islamic Republic of),Life expectancy (at birth) (TOTAL),72.56416
Congo,Life expectancy (at birth) (TOTAL),52.11573
Belarus,Life expectancy (at birth) (TOTAL),68.84592
Congo,Life expectancy (at birth) (TOTAL),63.11351
Republic of Korea,Life expectancy (at birth) (TOTAL),80.58366
Haiti,Life expectancy (at birth) (TOTAL),31.2792
Uruguay,Life expectancy (at birth) (TOTAL),76.36115
El Salvador,Life expectancy (at birth) (FEMALE),76.47576
Cameroon,Life expectancy (at birth) (FEMALE),54.35109
Angola,Life expectancy (at birth) (FEMALE),65.51968
Armenia,Life expectancy (at birth) (FEMALE),74.90656
Argentina,Life expectancy (at birth) (FEMALE),77.82746
Lebanon,Life expectancy (at birth) (FEMALE),79.15109
Azerbaijan,Life expectancy (at birth) (FEMALE),74.09107
Iceland,Life expectancy (at birth) (FEMALE),83.86916
Lebanon,Life expectancy (at birth) (FEMALE),76.14052
Republic of Korea,Life expectancy (at birth) (FEMALE),79.75586
Japan,Life expectancy (at birth) (FEMALE),86.41145
Kazakhstan,Life expectancy (at birth) (FEMALE),73.38692
Honduras,Life expectancy (at birth) (FEMALE),72.10579
Dominican Republic,Life expectancy (at birth) (FEMALE),75.20355
Haiti,Life expectancy (at birth) (FEMALE),35.37344
Seychelles,Life expectancy (at birth) (FEMALE),76.83038
Malaysia,Life expectancy (at birth) (MALE),70.63626099
Maldives,Life expectancy (at birth) (MALE),74.50918579
Mali,Life expectancy (at birth) (MALE),61.08021927
Malta,Life expectancy (at birth) (MALE),79.95901489
Mauritania,Life expectancy (at birth) (MALE),68.37985992
Mauritius,Life expectancy (at birth) (MALE),70.13596344
Mexico,Life expectancy (at birth) (MALE),67.20090485
Micronesia (Federated States of),Life expectancy (at birth) (MALE),62.98522568
Low-income economies,Life expectancy (at birth) (TOTAL),63.16665
Jordan,Life expectancy (at birth) (TOTAL),76.58584
Uzbekistan,Life expectancy (at birth) (TOTAL),73.00793
Dominican Republic,Life expectancy (at birth) (TOTAL),71.75336
Tajikistan,Life expectancy (at birth) (TOTAL),68.65755
Thailand,Life expectancy (at birth) (TOTAL),77.41125
Serbia,Life expectancy (at birth) (TOTAL),75.87003
South Africa,Life expectancy (at birth) (TOTAL),62.57465
Eastern Mediterranean,Life expectancy (at birth) (FEMALE),71.31396
Burkina Faso,Life expectancy (at birth) (FEMALE),63.44909
Eswatini,Life expectancy (at birth) (FEMALE),50.76128
Ecuador,Life expectancy (at birth) (FEMALE),77.27205
Zimbabwe,Life expectancy (at birth) (FEMALE),60.95527
Sudan,Life expectancy (at birth) (FEMALE),64.67456
Mauritania,Life expectancy (at birth) (FEMALE),65.86855
Israel,Life expectancy (at birth) (FEMALE),80.66427
Kuwait,Life expectancy (at birth) (FEMALE),81.42751
Tunisia,Life expectancy (at birth) (FEMALE),79.1881
Tajikistan,Life expectancy (at birth) (FEMALE),70.18703
Cyprus,Life expectancy (at birth) (FEMALE),84.11644
Comoros,Life expectancy (at birth) (FEMALE),67.84341
Timor-Leste,Life expectancy (at birth) (FEMALE),71.4107
Afghanistan,Life expectancy (at birth) (FEMALE),63.15551
Mozambique,Life expectancy (at birth) (FEMALE),59.44558
Uganda,Life expectancy (at birth) (FEMALE),70.09615
Uzbekistan,Life expectancy (at birth) (FEMALE),73.91861
South Africa,Life expectancy (at birth) (FEMALE),58.62697
Grenada,Life expectancy (at birth) (FEMALE),75.95189
Türkiye,Life expectancy (at birth) (FEMALE),79.08215
Afghanistan,Life expectancy (at birth) (FEMALE),62.34584
Burundi,Life expectancy (at birth) (FEMALE),64.26167
Comoros,Life expectancy (at birth) (FEMALE),68.88187
Panama,Life expectancy (at birth) (FEMALE),80.075
Armenia,Life expectancy (at birth) (FEMALE),76.61044
Nigeria,Life expectancy (at birth) (FEMALE),55.16698
Bangladesh,Life expectancy (at birth) (FEMALE),75.63741
Eswatini,Life expectancy (at birth) (FEMALE),49.44042
Syrian Arab Republic,Life expectancy (at birth) (FEMALE),75.62546
United Arab Emirates,Life expectancy (at birth) (FEMALE),75.05625
Egypt,Life expectancy (at birth) (FEMALE),72.69277
Kazakhstan,Life expectancy (at birth) (TOTAL),68.43288
Europe,Life expectancy (at birth) (TOTAL),77.08962
Philippines,Life expectancy (at birth) (TOTAL),70.42632
Barbados,Life expectancy (at birth) (TOTAL),74.49873
Brunei Darussalam,Life expectancy (at birth) (TOTAL),74.567
Sao Tome and Principe,Life expectancy (at birth) (TOTAL),63.45224
Belize,Life expectancy (at birth) (TOTAL),74.04993
Bosnia and Herzegovina,Life expectancy (at birth) (TOTAL),75.41919
Norway,Life expectancy (at birth) (TOTAL),78.53192
Bangladesh,Life expectancy (at birth) (TOTAL),74.25471
Iceland,Life expectancy (at birth) (TOTAL),81.68404
Côte d'Ivoire,Life expectancy (at birth) (TOTAL),56.61696
Mozambique,Life expectancy (at birth) (TOTAL),58.13618
Estonia,Life expectancy (at birth) (TOTAL),78.87813
Botswana,Life expectancy (at birth) (TOTAL),60.92577
Barbados,Life expectancy (at birth) (TOTAL),76.0344
Comoros,Life expectancy (at birth) (TOTAL),64.97557
Viet Nam,Life expectancy (at birth) (TOTAL),73.16457
Somalia,Life expectancy (at birth) (TOTAL),49.87339
Ukraine,Life expectancy (at birth) (TOTAL),73.01635
Republic of Moldova,Life expectancy (at birth) (TOTAL),71.13158
Bahrain,Life expectancy (at birth) (TOTAL),74.51688
Vanuatu,Life expectancy (at birth) (TOTAL),65.3064
Jordan,Life expectancy (at birth) (TOTAL),77.87197
Uganda,Life expectancy (at birth) (TOTAL),59.66988
Burkina Faso,Life expectancy (at birth) (TOTAL),51.64145
Denmark,Life expectancy (at birth) (TOTAL),76.93244
Zimbabwe,Life expectancy (at birth) (TOTAL),51.49335
Cuba,Life expectancy (at birth) (TOTAL),76.76054
Belarus,Life expectancy (at birth) (TOTAL),73.81525
Republic of Moldova,Life expectancy (at birth) (TOTAL),68.81108
Montenegro,Life expectancy (at birth) (TOTAL),75.87666
Sao Tome and Principe,Life expectancy (at birth) (MALE),69.59341431
Saudi Arabia,Life expectancy (at birth) (MALE),75.73210144
Senegal,Life expectancy (at birth) (MALE),65.94354248
Serbia,Life expectancy (at birth) (MALE),69.98960877
Seychelles,Life expectancy (at birth) (MALE),72.56876373
Sierra Leone,Life expectancy (at birth) (MALE),60.1534729
Singapore,Life expectancy (at birth) (MALE),81.57605743
Slovakia,Life expectancy (at birth) (MALE),71.12509155
Slovenia,Life expectancy (at birth) (MALE),77.53865814
Brazil,Life expectancy (at birth) (MALE),67.898
Netherlands (Kingdom of the),Life expectancy (at birth) (MALE),79.58002472
New Zealand,Life expectancy (at birth) (MALE),80.36105347
Nicaragua,Life expectancy (at birth) (MALE),72.26276398
Brunei Darussalam,Life expectancy (at birth) (TOTAL),74.40452
Portugal,Life expectancy (at birth) (TOTAL),79.73194
Colombia,Life expectancy (at birth) (TOTAL),77.09467
Bahrain,Life expectancy (at birth) (TOTAL),70.46838
Angola,Life expectancy (at birth) (TOTAL),58.06943
Australia,Life expectancy (at birth) (TOTAL),82.2783
Austria,Life expectancy (at birth) (TOTAL),80.3856
Kyrgyzstan,Life expectancy (at birth) (TOTAL),74.18089
Malaysia,Life expectancy (at birth) (TOTAL),74.718
Spain,Life expectancy (at birth) (TOTAL),83.21875
Greece,Life expectancy (at birth) (TOTAL),78.17218
Ireland,Life expectancy (at birth) (TOTAL),81.84092
Belize,Life expectancy (at birth) (TOTAL),70.34421
Nepal,Life expectancy (at birth) (TOTAL),65.25922
Low-income economies,Life expectancy (at birth) (TOTAL),60.11687
Libya,Life expectancy (at birth) (TOTAL),74.39559
Türkiye,Life expectancy (at birth) (TOTAL),76.893
Estonia,Life expectancy (at birth) (TOTAL),77.60223
Tonga,Life expectancy (at birth) (TOTAL),72.57066
Spain,Life expectancy (at birth) (MALE),79.98629761
Sri Lanka,Life expectancy (at birth) (MALE),74.15829468
Sudan,Life expectancy (at birth) (MALE),66.24964905
Suriname,Life expectancy (at birth) (MALE),66.95529938
Sweden,Life expectancy (at birth) (MALE),81.02213287
Cameroon,Life expectancy (at birth) (TOTAL),52.82113
Norway,Life expectancy (at birth) (TOTAL),80.8722
Nicaragua,Life expectancy (at birth) (TOTAL),74.05313
Niger,Life expectancy (at birth) (TOTAL),50.35257
Albania,Life expectancy (at birth) (TOTAL),76.24688
South-East Asia,Life expectancy (at birth) (TOTAL),71.44355
South-East Asia,Life expectancy (at birth) (TOTAL),63.35296
India,Life expectancy (at birth) (TOTAL),70.78756
Tunisia,Life expectancy (at birth) (TOTAL),74.11952
Ukraine,Life expectancy (at birth) (TOTAL),70.1993
Paraguay,Life expectancy (at birth) (TOTAL),75.80984
Denmark,Life expectancy (at birth) (FEMALE),82.35448
Cyprus,Life expectancy (at birth) (FEMALE),80.98973
Dominican Republic,Life expectancy (at birth) (FEMALE),76.14426
Türkiye,Life expectancy (at birth) (FEMALE),80.06183
Brunei Darussalam,Life expectancy (at birth) (FEMALE),73.68493
Peru,Life expectancy (at birth) (FEMALE),81.33572
Bolivia (Plurinational State of),Life expectancy (at birth) (FEMALE),73.13363
Comoros,Life expectancy (at birth) (FEMALE),66.35258
Burundi,Life expectancy (at birth) (FEMALE),45.85238
Republic of Korea,Life expectancy (at birth) (FEMALE),85.12067
United States of America,Life expectancy (at birth) (FEMALE),80.79853
Uruguay,Life expectancy (at birth) (FEMALE),80.04553
South Sudan,Life expectancy (at birth) (FEMALE),56.38318
China,Life expectancy (at birth) (FEMALE),77.9407
Congo,Life expectancy (at birth) (FEMALE),63.59293
Mauritius,Life expectancy (at birth) (FEMALE),74.80077
Portugal,Life expectancy (at birth) (TOTAL),80.88557
Ecuador,Life expectancy (at birth) (TOTAL),75.02002
Israel,Life expectancy (at birth) (TOTAL),81.93443
Kenya,Life expectancy (at birth) (TOTAL),53.87265
Turkmenistan,Life expectancy (at birth) (TOTAL),69.74881
Uganda,Life expectancy (at birth) (TOTAL),64.46594
Kiribati,Life expectancy (at birth) (TOTAL),58.19797
Switzerland,Life expectancy (at birth) (TOTAL),82.1935
South Sudan,Life expectancy (at birth) (TOTAL),61.09674
Slovakia,Life expectancy (at birth) (TOTAL),78.23097
China,Life expectancy (at birth) (TOTAL),77.43322
Cambodia,Life expectancy (at birth) (TOTAL),69.17362
Philippines,Life expectancy (at birth) (TOTAL),70.29715
Solomon Islands,Life expectancy (at birth) (TOTAL),65.24883
Poland,Life expectancy (at birth) (TOTAL),77.2867
Sweden,Life expectancy (at birth) (TOTAL),81.30297
Uganda,Life expectancy (at birth) (FEMALE),62.21443
Rwanda,Life expectancy (at birth) (FEMALE),69.82083
Saudi Arabia,Life expectancy (at birth) (FEMALE),75.24725
South Sudan,Life expectancy (at birth) (FEMALE),63.08305
Saint Lucia,Life expectancy (at birth) (FEMALE),78.52065
Poland,Life expectancy (at birth) (FEMALE),81.14729
Guinea-Bissau,Life expectancy (at birth) (FEMALE),62.97833
Myanmar,Life expectancy (at birth) (FEMALE),62.67123
Mali,Life expectancy (at birth) (FEMALE),61.41174
Antigua and Barbuda,Life expectancy (at birth) (FEMALE),77.75526
Mauritania,Life expectancy (at birth) (FEMALE),62.23422
High-income economies,Life expectancy (at birth) (FEMALE),83.34413
Slovakia,Life expectancy (at birth) (FEMALE),77.43365
Morocco,Life expectancy (at birth) (FEMALE),70.58601
New Zealand,Life expectancy (at birth) (FEMALE),82.8511
Albania,Life expectancy (at birth) (FEMALE),78.31106
Tunisia,Life expectancy (at birth) (TOTAL),76.0455
Lao People's Democratic Republic,Life expectancy (at birth) (TOTAL),67.07706
Portugal,Life expectancy (at birth) (TOTAL),81.57421
Armenia,Life expectancy (at birth) (TOTAL),71.88136
Liberia,Life expectancy (at birth) (TOTAL),64.07872
Guinea,Life expectancy (at birth) (TOTAL),54.25539
Sudan,Life expectancy (at birth) (TOTAL),67.93808
Ecuador,Life expectancy (at birth) (TOTAL),77.18231
Eritrea,Life expectancy (at birth) (TOTAL),62.29015
Colombia,Life expectancy (at birth) (TOTAL),79.31356
Bulgaria,Life expectancy (at birth) (TOTAL),71.60985
Malawi,Life expectancy (at birth) (TOTAL),63.0444
Maldives,Life expectancy (at birth) (TOTAL),78.40925
North Macedonia,Life expectancy (at birth) (TOTAL),71.10777
India,Life expectancy (at birth) (TOTAL),69.31467
Grenada,Life expectancy (at birth) (TOTAL),72.69942
Timor-Leste,Life expectancy (at birth) (TOTAL),62.66777
South-East Asia,Life expectancy (at birth) (TOTAL),68.11418
Maldives,Life expectancy (at birth) (TOTAL),70.95687
United Kingdom of Great Britain and Northern Ireland,Life expectancy (at birth) (TOTAL),77.85276
Zimbabwe,Life expectancy (at birth) (TOTAL),58.47603
Nigeria,Life expectancy (at birth) (TOTAL),59.23747
Angola,Life expectancy (at birth) (TOTAL),61.71907
Mongolia,Life expectancy (at birth) (TOTAL),67.61475
Belgium,Life expectancy (at birth) (TOTAL),81.42305
Malta,Life expectancy (at birth) (TOTAL),80.4485
Japan,Life expectancy (at birth) (TOTAL),84.26138
Egypt,Life expectancy (at birth) (TOTAL),69.82364
Bulgaria,Life expectancy (at birth) (TOTAL),73.64205
Norway,Life expectancy (at birth) (TOTAL),82.61812
Bahrain,Life expectancy (at birth) (TOTAL),75.81459
Malawi,Life expectancy (at birth) (TOTAL),56.79726
United Arab Emirates,Life expectancy (at birth) (TOTAL),73.18027
Belize,Life expectancy (at birth) (TOTAL),73.38513
Myanmar,Life expectancy (at birth) (TOTAL),64.78619
Micronesia (Federated States of),Life expectancy (at birth) (TOTAL),61.19261
Bulgaria,Life expectancy (at birth) (TOTAL),74.55482
Namibia,Life expectancy (at birth) (TOTAL),62.86888
Jamaica,Life expectancy (at birth) (TOTAL),75.97828
Azerbaijan,Life expectancy (at birth) (TOTAL),65.52002
Guatemala,Life expectancy (at birth) (TOTAL),69.3014
Ethiopia,Life expectancy (at birth) (TOTAL),68.6994
Colombia,Life expectancy (at birth) (TOTAL),73.74615
Saint Vincent and the Grenadines,Life expectancy (at birth) (TOTAL),73.21834
Senegal,Life expectancy (at birth) (TOTAL),67.20235
Serbia,Life expectancy (at birth) (TOTAL),75.20887
Costa Rica,Life expectancy (at birth) (TOTAL),80.84692
Romania,Life expectancy (at birth) (TOTAL),75.5658
Albania,Life expectancy (at birth) (TOTAL),78.00018
Fiji,Life expectancy (at birth) (TOTAL),68.01035
Gambia,Life expectancy (at birth) (TOTAL),64.14439
Cameroon,Life expectancy (at birth) (TOTAL),59.11311
Morocco,Life expectancy (at birth) (TOTAL),72.46462
Namibia,Life expectancy (at birth) (TOTAL),53.31758
Mexico,Life expectancy (at birth) (TOTAL),76.01043
Europe,Life expectancy (at birth) (TOTAL),72.51141
Iraq,Life expectancy (at birth) (TOTAL),70.24248
Italy,Life expectancy (at birth) (TOTAL),82.20576
Uganda,Life expectancy (at birth) (TOTAL),48.76083
Fiji,Life expectancy (at birth) (TOTAL),67.60218
Finland,Life expectancy (at birth) (TOTAL),77.59772
Democratic Republic of the Congo,Life expectancy (at birth) (TOTAL),62.35105
Mozambique,Life expectancy (at birth) (TOTAL),53.47655
Americas,Life expectancy (at birth) (TOTAL),77.15873
Western Pacific,Life expectancy (at birth) (TOTAL),75.46465
Tonga,Life expectancy (at birth) (TOTAL),72.22119
Gabon,Life expectancy (at birth) (TOTAL),66.46912
Sierra Leone,Life expectancy (at birth) (TOTAL),60.7705
Vanuatu,Life expectancy (at birth) (TOTAL),63.90294
Bahamas,Life expectancy (at birth) (TOTAL),73.21226
Kazakhstan,Life expectancy (at birth) (TOTAL),73.95099
Haiti,Life expectancy (at birth) (TOTAL),62.60823
Ireland,Life expectancy (at birth) (TOTAL),80.41316
Eswatini,Life expectancy (at birth) (TOTAL),57.72837
Czechia,Life expectancy (at birth) (TOTAL),78.45764
Burundi,Life expectancy (at birth) (TOTAL),43.78423
Bosnia and Herzegovina,Life expectancy (at birth) (TOTAL),76.75007
Australia,Life expectancy (at birth) (TOTAL),79.69334
Oman,Life expectancy (at birth) (TOTAL),69.07159
Croatia,Life expectancy (at birth) (TOTAL),78.63747
Liberia,Life expectancy (at birth) (TOTAL),61.16508
Mauritania,Life expectancy (at birth) (TOTAL),61.96471
Iceland,Life expectancy (at birth) (TOTAL),79.70157
High-income economies,Life expectancy (at birth) (TOTAL),77.62743
Western Pacific,Life expectancy (at birth) (TOTAL),72.42226
Turkmenistan,Life expectancy (at birth) (TOTAL),69.11091
Germany,Life expectancy (at birth) (TOTAL),80.42174
Ireland,Life expectancy (at birth) (TOTAL),76.41336
Cuba,Life expectancy (at birth) (TOTAL),77.91375
El Salvador,Life expectancy (at birth) (TOTAL),72.4995
Czechia,Life expectancy (at birth) (TOTAL),74.95213
Ecuador,Life expectancy (at birth) (TOTAL),78.44662
Israel,Life expectancy (at birth) (TOTAL),81.55505
Micronesia (Federated States of),Life expectancy (at birth) (TOTAL),62.66982
Singapore,Life expectancy (at birth) (TOTAL),83.22195
Rwanda,Life expectancy (at birth) (TOTAL),47.50621
Guyana,Life expectancy (at birth) (TOTAL),65.6929
France,Life expectancy (at birth) (TOTAL),81.21869
Russian Federation,Life expectancy (at birth) (TOTAL),65.29212
Cambodia,Life expectancy (at birth) (TOTAL),58.68463
Angola,Life expectancy (at birth) (TOTAL),63.06044
Bhutan,Life expectancy (at birth) (TOTAL),71.00534
Malaysia,Life expectancy (at birth) (TOTAL),72.79781
Kyrgyzstan,Life expectancy (at birth) (TOTAL),69.17432
Latvia,Life expectancy (at birth) (TOTAL),70.17654
Ukraine,Life expectancy (at birth) (TOTAL),72.2022
Central African Republic,Life expectancy (at birth) (TOTAL),44.33932
Saint Vincent and the Grenadines,Life expectancy (at birth) (TOTAL),70.6085
Peru,Life expectancy (at birth) (TOTAL),79.89777
Sri Lanka,Life expectancy (at birth) (TOTAL),76.26894
Benin,Life expectancy (at birth) (TOTAL),61.96257
Latvia,Life expectancy (at birth) (TOTAL),74.79697
Mauritius,Life expectancy (at birth) (FEMALE),77.42522
Mongolia,Life expectancy (at birth) (FEMALE),72.7587
Germany,Life expectancy (at birth) (FEMALE),80.91944
Colombia,Life expectancy (at birth) (FEMALE),81.87032
Papua New Guinea,Life expectancy (at birth) (FEMALE),65.56835
Nepal,Life expectancy (at birth) (FEMALE),72.74822
Australia,Life expectancy (at birth) (FEMALE),84.84017
Mexico,Life expectancy (at birth) (FEMALE),78.86271
World,Life expectancy (at birth) (FEMALE),69.27016
Dominican Republic,Life expectancy (at birth) (FEMALE),76.19289
Tajikistan,Life expectancy (at birth) (FEMALE),71.54912
Belgium,Life expectancy (at birth) (FEMALE),82.86372
Bulgaria,Life expectancy (at birth) (FEMALE),74.96658
Peru,Life expectancy (at birth) (FEMALE),78.91058
Barbados,Life expectancy (at birth) (FEMALE),77.20181
Austria,Life expectancy (at birth) (FEMALE),82.98865
Croatia,Life expectancy (at birth) (TOTAL),74.3574
Belarus,Life expectancy (at birth) (TOTAL),74.80977
Malaysia,Life expectancy (at birth) (TOTAL),74.25258
Europe,Life expectancy (at birth) (TOTAL),78.24261
Lithuania,Life expectancy (at birth) (TOTAL),75.99383
France,Life expectancy (at birth) (TOTAL),81.9132
Denmark,Life expectancy (at birth) (TOTAL),80.59389
Argentina,Life expectancy (at birth) (TOTAL),76.16682
Indonesia,Life expectancy (at birth) (TOTAL),71.30966
Kyrgyzstan,Life expectancy (at birth) (TOTAL),71.59398
Uzbekistan,Life expectancy (at birth) (TOTAL),65.26546
Suriname,Life expectancy (at birth) (TOTAL),72.60451
Saint Lucia,Life expectancy (at birth) (TOTAL),75.1967
Sri Lanka,Life expectancy (at birth) (TOTAL),73.30135
Poland,Life expectancy (at birth) (TOTAL),78.26672
Vanuatu,Life expectancy (at birth) (TOTAL),64.63885
Norway,Life expectancy (at birth) (TOTAL),82.00599
Guinea-Bissau,Life expectancy (at birth) (TOTAL),60.21801
Mozambique,Life expectancy (at birth) (TOTAL),55.94504
Argentina,Life expectancy (at birth) (TOTAL),75.43737
Mali,Life expectancy (at birth) (TOTAL),60.88689
Mauritania,Life expectancy (at birth) (TOTAL),67.40752
Lebanon,Life expectancy (at birth) (TOTAL),75.52657
Guatemala,Life expectancy (at birth) (TOTAL),70.94937
Slovakia,Life expectancy (at birth) (TOTAL),75.46777
Eswatini,Life expectancy (at birth) (TOTAL),54.04612
Canada,Life expectancy (at birth) (TOTAL),81.3058
Solomon Islands,Life expectancy (at birth) (TOTAL),62.51012
Afghanistan,Life expectancy (at birth) (TOTAL),59.94055
Africa,Life expectancy (at birth) (TOTAL),52.65365
Western Pacific,Life expectancy (at birth) (TOTAL),77.66329
Kazakhstan,Life expectancy (at birth) (TOTAL),63.14555
Somalia,Life expectancy (at birth) (TOTAL),54.56641
Saint Lucia,Life expectancy (at birth) (TOTAL),74.32764
Chad,Life expectancy (at birth) (TOTAL),57.9122
Chile,Life expectancy (at birth) (TOTAL),80.73621
Ghana,Life expectancy (at birth) (TOTAL),59.2442
Greece,Life expectancy (at birth) (TOTAL),81.09948
New Zealand,Life expectancy (at birth) (TOTAL),78.57108
Australia,Life expectancy (at birth) (TOTAL),81.9043
Belgium,Life expectancy (at birth) (TOTAL),79.84602
Republic of Moldova,Life expectancy (at birth) (TOTAL),73.26277
Democratic People's Republic of Korea,Life expectancy (at birth) (TOTAL),72.63359
Lao People's Democratic Republic,Life expectancy (at birth) (TOTAL),64.8849
Eritrea,Life expectancy (at birth) (TOTAL),54.51377
Rwanda,Life expectancy (at birth) (TOTAL),67.68883
Sierra Leone,Life expectancy (at birth) (TOTAL),56.93931
